,heat,T,objective
865,5.3951059,20.0,
866,5.4688322,20.0,
867,5.4686685,20.0,
868,5.4179932,20.0,
869,5.5504271,20.0,
870,5.6439332,20.0,
871,5.6997457,20.0,
872,5.7379047,20.0,
873,5.619363,20.0,
874,5.606226,20.0,
875,5.747936,20.0,
876,5.8240653,20.0,
877,5.9085347,20.0,
878,5.9696829,20.0,
879,6.0156662,20.0,
880,6.0350964,20.0,
881,6.0608374,20.0,
882,6.1061597,20.0,
883,6.1512207,20.0,
884,6.1775802,20.0,
885,6.1355618,20.0,
886,6.1416369,20.0,
887,6.187246,20.0,
888,6.2136172,20.0,
889,6.2274675,20.0,
890,6.2487211,20.0,
891,6.2715406,20.0,
892,6.2915913,20.0,
893,6.3271953,20.0,
894,6.3507722,20.0,
895,6.372941,20.0,
896,6.3742207,20.0,
897,6.3451568,20.0,
898,6.397447,20.0,
899,6.4886616,20.0,
900,6.4986525,20.0,
901,6.5527849,20.0,
902,6.5944083,20.0,
903,6.6127302,20.0,
904,6.6159999,20.0,
905,6.6192696,20.0,
906,6.6280828,20.0,
907,6.6510587,20.0,
908,6.6748552,20.0,
909,6.6550926,20.0,
910,6.6456092,20.0,
911,6.6439743,20.0,
912,6.6303629,20.0,
913,6.6270806,20.0,
914,6.6152732,20.0,
915,6.5831208,20.0,
916,6.5749401,20.0,
917,6.5662271,20.0,
918,6.5496967,20.0,
919,6.5451242,20.0,
920,6.5375261,20.0,
921,6.4991974,20.0,
922,6.4913863,20.0,
923,6.4661368,20.0,
924,6.4555007,20.0,
925,6.4648652,20.0,
926,6.4465183,20.0,
927,6.4279896,20.0,
928,6.433076,20.0,
929,6.4225402,20.0,
930,6.404638,20.0,
931,6.3969272,20.0,
932,6.4152741,20.0,
933,6.4238117,20.0,
934,6.412186,20.0,
935,6.4183622,20.0,
936,6.388853,20.0,
937,6.3753106,20.0,
938,6.3602334,20.0,
939,6.3636848,20.0,
940,6.3502428,20.0,
941,6.3450057,20.0,
942,6.3486072,20.0,
943,6.336438,20.0,
944,6.3422506,20.0,
945,6.3467595,20.0,
946,6.3335316,20.0,
947,6.329535,20.0,
948,6.3377093,20.0,
949,6.3702244,20.0,
950,6.3765822,20.0,
951,6.3947474,20.0,
952,6.4120043,20.0,
953,6.4114594,20.0,
954,6.4012868,20.0,
955,6.3862097,20.0,
956,6.3767639,20.0,
957,6.3713143,20.0,
958,6.3753482,20.0,
959,6.3938392,20.0,
960,6.3836666,20.0,
961,6.3773089,20.0,
962,6.3753483,20.0,
963,6.3705877,20.0,
964,6.378762,20.0,
965,6.3858464,20.0,
966,6.38973,20.0,
967,6.3907511,20.0,
968,6.3925676,20.0,
969,6.4238117,20.0,
970,6.469181,20.0,
971,6.4817588,20.0,
972,6.4712231,20.0,
973,6.436164,20.0,
974,6.4356818,20.0,
975,6.4329145,20.0,
976,6.4290796,20.0,
977,6.4436118,20.0,
978,6.4474328,20.0,
979,6.4443385,20.0,
980,6.4367091,20.0,
981,6.4323493,20.0,
982,6.4285346,20.0,
983,6.420542,20.0,
984,6.4176356,20.0,
985,6.4174414,20.0,
986,6.4096428,20.0,
987,6.4147292,20.0,
988,6.4187255,20.0,
989,6.4297185,20.0,
990,6.4261732,20.0,
991,6.4334393,20.0,
992,6.4643202,20.0,
993,6.4858428,20.0,
994,6.5150011,20.0,
995,6.5547831,20.0,
996,6.5688016,20.0,
997,6.5694969,20.0,
998,6.5868223,20.0,
999,6.5572259,20.0,
1000,6.5535114,20.0,
1001,6.5546013,20.0,
1002,6.5400379,20.0,
1003,6.5168177,20.0,
1004,6.5028304,20.0,
1005,6.4868451,20.0,
1006,6.4560326,20.0,
1007,6.4539221,20.0,
1008,6.4341659,20.0,
1009,6.4211556,20.0,
1010,6.4197877,20.0,
1011,6.4083712,20.0,
1012,6.4065547,20.0,
1013,6.3814868,20.0,
1014,6.3714897,20.0,
1015,6.3807601,20.0,
1016,6.3851198,20.0,
1017,6.390093,20.0,
1018,6.3891161,20.0,
1019,6.4411188,20.0,
1020,6.4969044,20.0,
1021,6.5010139,20.0,
1022,6.521359,20.0,
1023,6.549575,20.0,
1024,6.5771262,20.0,
1025,6.5974712,20.0,
1026,6.6101933,20.0,
1027,6.6082573,20.0,
1028,6.6074622,20.0,
1029,6.5969263,20.0,
1030,6.5667721,20.0,
1031,6.5659954,20.0,
1032,6.5850743,20.0,
1033,6.5771947,20.0,
1034,6.5706553,20.0,
1035,6.5786233,20.0,
1036,6.5630259,20.0,
1037,6.5715874,20.0,
1038,6.59913,20.0,
1039,6.6140749,20.0,
1040,6.626765,20.0,
1041,6.6370508,20.0,
1042,6.6337184,20.0,
1043,6.6393884,20.0,
1044,6.6274439,20.0,
1045,6.6333939,20.0,
1046,6.6464986,20.0,
1047,6.6527175,20.0,
1048,6.6517407,20.0,
1049,6.642137,20.0,
1050,6.6470416,20.0,
1051,6.6667732,20.0,
1052,6.6772377,20.0,
1053,6.689459,20.0,
1054,6.6942982,20.0,
1055,6.7135565,20.0,
1056,6.7241847,20.0,
1057,6.7221462,20.0,
1058,6.7085035,20.0,
1059,6.7262113,20.0,
1060,6.7392645,20.0,
1061,6.7451759,20.0,
1062,6.7386169,20.0,
1063,6.7199383,20.0,
1064,6.7223909,20.0,
1065,6.6943699,20.0,
1066,6.6775227,20.0,
1067,6.670444,20.0,
1068,6.6446354,20.0,
1069,6.6065816,20.0,
1070,6.578401,20.0,
1071,6.5837827,20.0,
1072,6.5770837,20.0,
1073,6.5368849,20.0,
1074,6.4531294,20.0,
1075,6.4280934,20.0,
1076,6.3804151,20.0,
1077,6.3461008,20.0,
1078,6.2927958,20.0,
1079,6.1964191,20.0,
1080,6.2189665,20.0,
1081,6.2604869,20.0,
1082,6.1539356,20.0,
1083,6.1602922,20.0,
1084,6.2605348,20.0,
1085,6.2557821,20.0,
1086,6.2207529,20.0,
1087,6.2049264,20.0,
1088,6.2265392,20.0,
1089,6.0581635,20.0,
1090,6.005952,20.0,
1091,6.0288998,20.0,
1092,5.7556759,20.0,
1093,5.7240669,20.0,
1094,5.4279188,20.0,
1095,5.5579443,20.0,
1096,5.6167842,20.0,
1097,5.475185,20.0,
1098,5.6676244,20.0,
1099,5.5820403,20.0,
1100,5.7523067,20.0,
1101,5.5478357,20.0,
1102,5.8603227,20.0,
1103,5.9675548,20.0,
1104,5.9136514,20.0,
1105,5.9813849,20.0,
1106,5.6652581,20.0,
1107,5.6328112,20.0,
1108,5.4483928,20.0,
1109,5.3657454,20.0,
1110,5.3602427,20.0,
1111,5.695871,20.0,
1112,5.8131992,20.0,
1113,5.8165741,20.0,
1114,5.8285061,20.0,
1115,5.8562228,20.0,
1116,5.8263932,20.0,
1117,5.7683054,20.0,
1118,5.8717818,20.0,
1119,5.8741507,20.0,
1120,5.8298143,20.0,
1121,5.9872951,20.0,
1122,6.0661442,20.0,
1123,6.007719,20.0,
1124,5.8507771,20.0,
1125,5.9382249,20.0,
1126,6.1148168,20.0,
1127,6.1277594,20.0,
1128,6.1089442,20.0,
1129,6.0882521,20.0,
1130,6.202758,20.0,
1131,6.2642834,20.0,
1132,6.2878203,20.0,
1133,6.2524338,20.0,
1134,6.3537248,20.0,
1135,6.4185265,20.0,
1136,6.411658,20.0,
1137,6.4512217,20.0,
1138,6.4510158,20.0,
1139,6.3914814,20.0,
1140,6.3656352,20.0,
1141,6.354061,20.0,
1142,6.3109797,20.0,
1143,6.3127353,20.0,
1144,6.1362694,20.0,
1145,6.2208174,20.0,
1146,6.275801,20.0,
1147,6.1906763,20.0,
1148,6.2668493,20.0,
1149,6.3008151,20.0,
1150,6.3637641,20.0,
1151,6.3928442,20.0,
1152,6.359889,20.0,
1153,6.3681408,20.0,
1154,6.4096133,20.0,
1155,6.4298182,20.0,
1156,6.4583439,20.0,
1157,6.4867552,20.0,
1158,6.5189799,20.0,
1159,6.5309044,20.0,
1160,6.5368404,20.0,
1161,6.565593,20.0,
1162,6.5799122,20.0,
1163,6.6080615,20.0,
1164,6.6065187,20.0,
1165,6.6079751,20.0,
1166,6.6194696,20.0,
1167,6.6231855,20.0,
1168,6.625199,20.0,
1169,6.6327111,20.0,
1170,6.6243999,20.0,
1171,6.6187497,20.0,
1172,6.613679,20.0,
1173,6.6131361,20.0,
1174,6.6097678,20.0,
1175,6.6126378,20.0,
1176,6.619008,20.0,
1177,6.6484358,20.0,
1178,6.670099,20.0,
1179,6.6747068,20.0,
1180,6.6773184,20.0,
1181,6.6849478,20.0,
1182,6.6826177,20.0,
1183,6.6731404,20.0,
1184,6.6737985,20.0,
1185,6.6680604,20.0,
1186,6.6629679,20.0,
1187,6.6541508,20.0,
1188,6.6368979,20.0,
1189,6.6035915,20.0,
1190,6.5692354,20.0,
1191,6.5697897,20.0,
1192,6.5707089,20.0,
1193,6.5624345,20.0,
1194,6.5573387,20.0,
1195,6.5556365,20.0,
1196,6.5563475,20.0,
1197,6.5549772,20.0,
1198,6.547982,20.0,
1199,6.5405531,20.0,
1200,6.5418059,20.0,
1201,6.5456206,20.0,
1202,6.5735261,20.0,
1203,6.5926684,20.0,
1204,6.603386,20.0,
1205,6.6170099,20.0,
1206,6.6329828,20.0,
1207,6.6477091,20.0,
1208,6.661333,20.0,
1209,6.6815653,20.0,
1210,6.7023864,20.0,
1211,6.7062552,20.0,
1212,6.7078626,20.0,
1213,6.7097543,20.0,
1214,6.7068479,20.0,
1215,6.7050565,20.0,
1216,6.7012167,20.0,
1217,6.6934057,20.0,
1218,6.6806775,20.0,
1219,6.6616165,20.0,
1220,6.6494458,20.0,
1221,6.6349011,20.0,
1222,6.6196548,20.0,
1223,6.6027612,20.0,
1224,6.5868446,20.0,
1225,6.5682473,20.0,
1226,6.5502637,20.0,
1227,6.5402729,20.0,
1228,6.5266865,20.0,
1229,6.5148415,20.0,
1230,6.5073938,20.0,
1231,6.4881386,20.0,
1232,6.4809101,20.0,
1233,6.4672486,20.0,
1234,6.453988,20.0,
1235,6.4475863,20.0,
1236,6.4350962,20.0,
1237,6.433643,20.0,
1238,6.4239089,20.0,
1239,6.4245603,20.0,
1240,6.4176576,20.0,
1241,6.4089383,20.0,
1242,6.4105794,20.0,
1243,6.4209273,20.0,
1244,6.4329164,20.0,
1245,6.4274667,20.0,
1246,6.4347329,20.0,
1247,6.4233827,20.0,
1248,6.4178392,20.0,
1249,6.4065454,20.0,
1250,6.4091199,20.0,
1251,6.4107548,20.0,
1252,6.4139118,20.0,
1253,6.4056685,20.0,
1254,6.4087566,20.0,
1255,6.4084747,20.0,
1256,6.4122081,20.0,
1257,6.4111181,20.0,
1258,6.4107548,20.0,
1259,6.4118072,20.0,
1260,6.4125714,20.0,
1261,6.4122081,20.0,
1262,6.4130349,20.0,
1263,6.4091199,20.0,
1264,6.4078483,20.0,
1265,6.4005822,20.0,
1266,6.3956713,20.0,
1267,6.3827803,20.0,
1268,6.3744243,20.0,
1269,6.3632246,20.0,
1270,6.3504462,20.0,
1271,6.3440883,20.0,
1272,6.3311298,20.0,
1273,6.3242892,20.0,
1274,6.3184758,20.0,
1275,6.3172042,20.0,
1276,6.3070997,20.0,
1277,6.3001275,20.0,
1278,6.2957676,20.0,
1279,6.2921916,20.0,
1280,6.290683,20.0,
1281,6.2883218,20.0,
1282,6.290614,20.0,
1283,6.2906824,20.0,
1284,6.2846892,20.0,
1285,6.2809681,20.0,
1286,6.2677942,20.0,
1287,6.2603458,20.0,
1288,6.2460662,20.0,
1289,6.2347342,20.0,
1290,6.2287392,20.0,
1291,6.2351915,20.0,
1292,6.2392758,20.0,
1293,6.2483586,20.0,
1294,6.2552595,20.0,
1295,6.2634342,20.0,
1296,6.2702686,20.0,
1297,6.2688842,20.0,
1298,6.2776042,20.0,
1299,6.2813189,20.0,
1300,6.2777858,20.0,
1301,6.2817825,20.0,
1302,6.2907893,20.0,
1303,6.2932249,20.0,
1304,6.2988559,20.0,
1305,6.3155692,20.0,
1306,6.3297266,20.0,
1307,6.3421075,20.0,
1308,6.3414437,20.0,
1309,6.3528874,20.0,
1310,6.3608802,20.0,
1311,6.3632417,20.0,
1312,6.3732326,20.0,
1313,6.3888422,20.0,
1314,6.4119245,20.0,
1315,6.4344494,20.0,
1316,6.4506163,20.0,
1317,6.4546127,20.0,
1318,6.4502531,20.0,
1319,6.4248488,20.0,
1320,6.4125087,20.0,
1321,6.3760592,20.0,
1322,6.3511726,20.0,
1323,6.3276217,20.0,
1324,6.3124808,20.0,
1325,6.2957686,20.0,
1326,6.2772408,20.0,
1327,6.2825086,20.0,
1328,6.2944963,20.0,
1329,6.2879833,20.0,
1330,6.2950415,20.0,
1331,6.2825092,20.0,
1332,6.2954049,20.0,
1333,6.3061225,20.0,
1334,6.3235875,20.0,
1335,6.3127995,20.0,
1336,6.3078945,20.0,
1337,6.3097558,20.0,
1338,6.3210192,20.0,
1339,6.3254739,20.0,
1340,6.3192025,20.0,
1341,6.3186575,20.0,
1342,6.3069416,20.0,
1343,6.2977173,20.0,
1344,6.3135805,20.0,
1345,6.3320733,20.0,
1346,6.3389991,20.0,
1347,6.3394114,20.0,
1348,6.3326752,20.0,
1349,6.3236861,20.0,
1350,6.2994193,20.0,
1351,6.3002475,20.0,
1352,6.2974796,20.0,
1353,6.2916778,20.0,
1354,6.2815614,20.0,
1355,6.2452777,20.0,
1356,6.2267446,20.0,
1357,6.2124931,20.0,
1358,6.1816791,20.0,
1359,6.1612054,20.0,
1360,6.1437998,20.0,
1361,6.1170544,20.0,
1362,6.1023064,20.0,
1363,6.0760893,20.0,
1364,6.0395213,20.0,
1365,6.0056357,20.0,
1366,5.976669,20.0,
1367,5.9425999,20.0,
1368,5.902247,20.0,
1369,5.8792251,20.0,
1370,5.8649451,20.0,
1371,5.8428696,20.0,
1372,5.8298237,20.0,
1373,5.8170471,20.0,
1374,5.7998408,20.0,
1375,5.7904277,20.0,
1376,5.7731484,20.0,
1377,5.7783729,20.0,
1378,5.7726608,20.0,
1379,5.7409238,20.0,
1380,5.7240777,20.0,
1381,5.6951628,20.0,
1382,5.6637384,20.0,
1383,5.6340246,20.0,
1384,5.6227982,20.0,
1385,5.6092435,20.0,
1386,5.6075717,20.0,
1387,5.597792,20.0,
1388,5.5704024,20.0,
1389,5.5148051,20.0,
1390,5.4601619,20.0,
1391,5.4004217,20.0,
1392,5.3375375,20.0,
1393,5.2891209,20.0,
1394,5.2663834,20.0,
1395,5.271674,20.0,
1396,5.2569703,20.0,
1397,5.1665962,20.0,
1398,5.1578115,20.0,
1399,5.192951,20.0,
1400,5.2978931,20.0,
1401,5.4194532,20.0,
1402,5.5076652,20.0,
1403,5.569273,20.0,
1404,5.612155,20.0,
1405,5.550896,20.0,
1406,5.5027554,20.0,
1407,5.465473,20.0,
1408,5.4605927,20.0,
1409,5.4612492,20.0,
1410,5.4568675,20.0,
1411,5.4720249,20.0,
1412,5.4470711,20.0,
1413,5.4218573,20.0,
1414,5.424395,20.0,
1415,5.4486187,20.0,
1416,5.4646253,20.0,
1417,5.4941259,20.0,
1418,5.5257969,20.0,
1419,5.59153,20.0,
1420,5.6303086,20.0,
1421,5.6933805,20.0,
1422,5.7952982,20.0,
1423,5.8340385,20.0,
1424,5.8208016,20.0,
1425,5.8172372,20.0,
1426,5.8223538,20.0,
1427,5.829447,20.0,
1428,5.839001,20.0,
1429,5.8136681,20.0,
1430,5.7948738,20.0,
1431,5.8045908,20.0,
1432,5.8121102,20.0,
1433,5.8217946,20.0,
1434,5.8207581,20.0,
1435,5.8509473,20.0,
1436,5.9095117,20.0,
1437,5.9218174,20.0,
1438,5.9566164,20.0,
1439,6.0258726,20.0,
1440,6.0993558,20.0,
1441,6.1532721,20.0,
1442,6.219897,20.0,
1443,6.2355976,20.0,
1444,6.2464657,20.0,
1445,6.2459651,20.0,
1446,6.2399072,20.0,
1447,6.2796483,20.0,
1448,6.326981,20.0,
1449,6.3528273,20.0,
1450,6.3705914,20.0,
1451,6.3920766,20.0,
1452,6.4107969,20.0,
1453,6.4326747,20.0,
1454,6.4600379,20.0,
1455,6.4772741,20.0,
1456,6.4725284,20.0,
1457,6.4543167,20.0,
1458,6.4477509,20.0,
1459,6.449013,20.0,
1460,6.424401,20.0,
1461,6.428077,20.0,
1462,6.4616557,20.0,
1463,6.4863127,20.0,
1464,6.489898,20.0,
1465,6.4931563,20.0,
1466,6.5021258,20.0,
1467,6.5027014,20.0,
1468,6.4944963,20.0,
1469,6.5063038,20.0,
1470,6.5258776,20.0,
1471,6.5333513,20.0,
1472,6.5328252,20.0,
1473,6.5331885,20.0,
1474,6.5379115,20.0,
1475,6.543173,20.0,
1476,6.5422263,20.0,
1477,6.5420893,20.0,
1478,6.545453,20.0,
1479,6.553194,20.0,
1480,6.5529885,20.0,
1481,6.5457701,20.0,
1482,6.5364136,20.0,
1483,6.5330898,20.0,
1484,6.5361427,20.0,
1485,6.5340999,20.0,
1486,6.5308528,20.0,
1487,6.5294661,20.0,
1488,6.5178849,20.0,
1489,6.5147631,20.0,
1490,6.5194751,20.0,
1491,6.5202703,20.0,
1492,6.5186186,20.0,
1493,6.508463,20.0,
1494,6.5031026,20.0,
1495,6.5048953,20.0,
1496,6.5041506,20.0,
1497,6.5016972,20.0,
1498,6.501992,20.0,
1499,6.5103754,20.0,
1500,6.5147045,20.0,
1501,6.5167058,20.0,
1502,6.5214017,20.0,
1503,6.5186593,20.0,
1504,6.5184059,20.0,
1505,6.5183539,20.0,
1506,6.5194035,20.0,
1507,6.5283284,20.0,
1508,6.5406544,20.0,
1509,6.5447009,20.0,
1510,6.5483579,20.0,
1511,6.545606,20.0,
1512,6.5449699,20.0,
1513,6.5420208,20.0,
1514,6.5419883,20.0,
1515,6.5438134,20.0,
1516,6.5334116,20.0,
1517,6.5342306,20.0,
1518,6.5523563,20.0,
1519,6.5583187,20.0,
1520,6.5712876,20.0,
1521,6.5710336,20.0,
1522,6.561249,20.0,
1523,6.555213,20.0,
1524,6.5648613,20.0,
1525,6.5686413,20.0,
1526,6.5705402,20.0,
1527,6.5905634,20.0,
1528,6.5977157,20.0,
1529,6.6001527,20.0,
1530,6.6033716,20.0,
1531,6.6027759,20.0,
1532,6.6015789,20.0,
1533,6.600873,20.0,
1534,6.5993173,20.0,
1535,6.5999886,20.0,
1536,6.6054829,20.0,
1537,6.6071002,20.0,
1538,6.6090699,20.0,
1539,6.6112511,20.0,
1540,6.6031899,20.0,
1541,6.596695,20.0,
1542,6.6057637,20.0,
1543,6.5996492,20.0,
1544,6.5990804,20.0,
1545,6.6063729,20.0,
1546,6.6053905,20.0,
1547,6.5989402,20.0,
1548,6.6004205,20.0,
1549,6.603242,20.0,
1550,6.5970583,20.0,
1551,6.5892949,20.0,
1552,6.5815079,20.0,
1553,6.5764506,20.0,
1554,6.5766479,20.0,
1555,6.5841817,20.0,
1556,6.5853123,20.0,
1557,6.6066412,20.0,
1558,6.6275759,20.0,
1559,6.6333204,20.0,
1560,6.6327043,20.0,
1561,6.6362506,20.0,
1562,6.6397497,20.0,
1563,6.6551393,20.0,
1564,6.6591247,20.0,
1565,6.6682899,20.0,
1566,6.6763272,20.0,
1567,6.6778482,20.0,
1568,6.6798025,20.0,
1569,6.6849541,20.0,
1570,6.6842654,20.0,
1571,6.6756899,20.0,
1572,6.6670183,20.0,
1573,6.6549385,20.0,
1574,6.6531681,20.0,
1575,6.6558929,20.0,
1576,6.6616134,20.0,
1577,6.6665626,20.0,
1578,6.6636801,20.0,
1579,6.6638372,20.0,
1580,6.6691535,20.0,
1581,6.6798471,20.0,
1582,6.6902747,20.0,
1583,6.6946295,20.0,
1584,6.7028755,20.0,
1585,6.7022502,20.0,
1586,6.7045279,20.0,
1587,6.7049359,20.0,
1588,6.6981255,20.0,
1589,6.6966809,20.0,
1590,6.6982832,20.0,
1591,6.6915414,20.0,
1592,6.696764,20.0,
1593,6.6965145,20.0,
1594,6.6931077,20.0,
1595,6.6816429,20.0,
1596,6.6767297,20.0,
1597,6.6704936,20.0,
1598,6.6619767,20.0,
1599,6.6511938,20.0,
1600,6.6591388,20.0,
1601,6.6581786,20.0,
1602,6.6582305,20.0,
1603,6.6530789,20.0,
1604,6.6672892,20.0,
1605,6.6991645,20.0,
1606,6.692227,20.0,
1607,6.7273508,20.0,
1608,6.7389972,20.0,
1609,6.7530406,20.0,
1610,6.7528205,20.0,
1611,6.7527312,20.0,
1612,6.7479667,20.0,
1613,6.7278719,20.0,
1614,6.7462436,20.0,
1615,6.7418829,20.0,
1616,6.7446731,20.0,
1617,6.7470346,20.0,
1618,6.742514,20.0,
1619,6.7472546,20.0,
1620,6.7440357,20.0,
1621,6.7327478,20.0,
1622,6.7252666,20.0,
1623,6.7286639,20.0,
1624,6.7010351,20.0,
1625,6.7031442,20.0,
1626,6.7053915,20.0,
1627,6.6931555,20.0,
1628,6.6795316,20.0,
1629,6.6625216,20.0,
1630,6.6593663,20.0,
1631,6.6510329,20.0,
1632,6.6488116,20.0,
1633,6.6321028,20.0,
1634,6.6136882,20.0,
1635,6.6306206,20.0,
1636,6.6323127,20.0,
1637,6.6262,20.0,
1638,6.5967415,20.0,
1639,6.5982953,20.0,
1640,6.5874153,20.0,
1641,6.5694478,20.0,
1642,6.5623244,20.0,
1643,6.5446878,20.0,
1644,6.5303179,20.0,
1645,6.527214,20.0,
1646,6.5003145,20.0,
1647,6.4712921,20.0,
1648,6.462872,20.0,
1649,6.4598914,20.0,
1650,6.4182516,20.0,
1651,6.4070677,20.0,
1652,6.3240935,20.0,
1653,6.2863507,20.0,
1654,6.2830344,20.0,
1655,6.2805003,20.0,
1656,6.281042,20.0,
1657,6.2809131,20.0,
1658,6.2726325,20.0,
1659,6.2696974,20.0,
1660,6.2701128,20.0,
1661,6.2671535,20.0,
1662,6.2866197,20.0,
1663,6.2932343,20.0,
1664,0.0,20.0,
1665,0.0,19.94738,
1666,0.0,19.895155,
1667,0.0,19.843153,
1668,0.0,19.791509,
1669,0.0,19.740085,
1670,0.0,19.689121,
1671,0.0,19.638503,
1672,0.0,19.588088,
1673,0.0,19.537693,
1674,0.0,19.487526,
1675,0.0,19.437596,
1676,0.0,19.38723,
1677,0.0,19.336872,
1678,0.0,19.287858,
1679,0.0,19.240067,
1680,0.0,19.192207,
1681,0.0,19.144222,
1682,0.0,19.095789,
1683,0.0,19.047257,
1684,0.0,18.999041,
1685,0.0,18.95111,
1686,0.0,18.902971,
1687,0.0,18.855083,
1688,0.0,18.807744,
1689,0.0,18.760898,
1690,0.0,18.714137,
